"copies","kind","duration","popularity"
50,"accd",762,67
50,"accd",NULL,67
50,"accd",1346,67
50,"accd",1534,67
50,"accd",695,67
50,"accd",310,67
50,"accd",269,203
50,"accd",NULL,203
50,"accd",310,203
50,"accd",664,203
50,"accd",1143,1190
50,"accd",NULL,1190
50,"accd",70,1190
50,"accd",1003,97
50,"accd",151,97
50,"accd",527,97
50,"accd",72,97
50,"accd",1391,381
50,"accd",NULL,381
50,"accd",621,381
50,"accd",502,381
50,"accd",522,3266
50,"accd",NULL,3266
50,"accd",339,3266
50,"accd",0,3266
50,"accd",555,505
50,"accd",NULL,505
50,"accd",458,505
50,"accd",619,505
50,"accd",410,505
50,"accd",689,505
50,"accd",263,2140
50,"accd",NULL,2140
50,"accd",363,2140
50,"accd",332,132
50,"accd",144,132
50,"accd",499,132
50,"accd",259,132
50,"accd",546,412
50,"accd",403,412
50,"accd",NULL,412
50,"accd",1294,412
50,"accd",597,412
50,"accd",616,412
50,"accd",436,879
50,"accd",310,879
50,"accd",NULL,879
50,"accd",167,879
50,"accd",692,879
50,"accd",329,879
50,"accd",66,879
50,"accd",162,879
50,"accd",1550,364
50,"accd",NULL,364
50,"accd",890,364
50,"accd",0,364
50,"accd",1318,33
50,"accd",NULL,33
50,"accd",4078,33
50,"accd",1578,70
50,"accd",363,70
50,"accd",335,70
50,"accd",1095,70
50,"accd",916,395
50,"accd",NULL,395
50,"accd",860,395
50,"accd",2368,395
50,"accd",556,395
50,"accd",1505,395
50,"accd",283,395
50,"accd",1509,395
50,"accd",429,395
50,"accd",263,177
50,"accd",523,177
50,"accd",355,177
50,"accd",2230,177
50,"accd",1559,88
50,"accd",480,88
50,"accd",620,88
50,"accd",356,88
50,"accd",139,88
50,"accd",504,88
50,"accd",425,628
50,"accd",NULL,628
50,"accd",292,628
50,"accd",624,628
50,"accd",337,628
50,"accd",173,628
50,"accd",1479,251
50,"accd",NULL,251
50,"accd",237,251
50,"accd",526,186
50,"accd",481,186
50,"accd",449,301
50,"accd",624,301
50,"accd",271,301
50,"accd",626,301
50,"accd",571,648
50,"accd",NULL,648
50,"accd",363,648
50,"accd",165,479
50,"accd",NULL,479
50,"accd",528,479
50,"accd",336,479
50,"accd",0,479
50,"accd",262,484
50,"accd",2417,224
50,"accd",NULL,224
50,"accd",2018,224
50,"accd",1407,224
50,"accd",2807,18
50,"accd",601,794
50,"accd",NULL,794
50,"accd",790,794
50,"accd",333,794
50,"accd",22,794
50,"accd",718,712
50,"accd",NULL,712
50,"accd",574,331
50,"accd",629,331
50,"accd",NULL,331
50,"accd",334,331
50,"accd",1393,331
50,"accd",575,184
50,"accd",503,184
50,"accd",NULL,184
50,"accd",0,184
50,"accd",1223,224
50,"accd",714,224
50,"accd",166,224
50,"accd",169,224
50,"accd",0,224
50,"accd",1319,483
50,"accd",337,483
50,"accd",690,483
50,"accd",691,45
50,"accd",119,45
50,"accd",NULL,45
50,"accd",552,45
50,"accd",430,45
50,"accd",145,45
50,"accd",455,45
50,"accd",885,1591
50,"accd",NULL,1591
50,"accd",7,1591
50,"accd",0,1591
50,"accd",1612,1591
50,"accd",691,34
50,"accd",NULL,34
50,"accd",306,34
50,"accd",1626,34
50,"accd",1199,34
50,"accd",379,489
50,"accd",NULL,489
50,"accd",94,489
50,"accd",119,489
50,"accd",379,385
50,"accd",NULL,385
50,"accd",600,385
50,"accd",885,576
50,"accd",NULL,576
50,"accd",264,576
50,"accd",449,576
50,"accd",495,576
50,"accd",616,171
50,"accd",169,171
50,"accd",672,171
50,"accd",455,171
50,"accd",192,171
50,"accd",167,171
50,"accd",1221,160
50,"accd",NULL,160
50,"accd",167,160
50,"accd",811,432
50,"accd",185,432
50,"accd",145,432
50,"accd",283,432
50,"accd",313,432
50,"accd",720,1017
50,"accd",623,1017
50,"accd",NULL,1017
50,"accd",552,1017
50,"accd",358,1017
50,"accd",359,1017
50,"accd",718,778
50,"accd",698,778
50,"accd",76,778
50,"accd",1023,451
50,"accd",NULL,451
50,"accd",694,451
50,"accd",1509,451
50,"accd",2319,794
50,"accd",423,794
50,"accd",595,433
50,"accd",NULL,433
50,"accd",861,2546
50,"accd",167,2546
50,"accd",NULL,2546
50,"accd",503,2546
50,"accd",644,2546
50,"accd",3600,99
50,"accd",144,99
50,"accd",884,28
50,"accd",2084,28
50,"accd",NULL,28
50,"accd",1465,151
50,"accd",NULL,151
50,"accd",572,151
50,"accd",332,151
50,"accd",679,317
50,"accd",NULL,317
50,"accd",437,317
50,"accd",695,317
50,"accd",453,317
50,"accd",237,819
50,"accd",NULL,819
50,"accd",531,819
50,"accd",330,819
50,"accd",743,187
50,"accd",499,187
50,"accd",751,187
50,"accd",121,187
50,"accd",171,445
50,"accd",187,445
50,"accd",1007,445
50,"accd",213,445
50,"accd",1193,886
50,"accd",NULL,886
50,"accd",986,886
50,"accd",429,327
50,"accd",NULL,327
50,"accd",21,327
50,"accd",115,327
50,"accd",838,242
50,"accd",117,242
50,"accd",168,242
50,"accd",0,242
50,"accd",240,308
50,"accd",NULL,308
50,"accd",382,308
50,"accd",1006,458
50,"accd",NULL,458
50,"accd",25,458
50,"accd",645,458
50,"accd",112,458
50,"accd",139,458
50,"accd",147,458
50,"accd",501,460
50,"accd",NULL,460
50,"accd",598,1013
50,"accd",167,1013
50,"accd",NULL,1013
50,"accd",309,1013
50,"accd",812,1013
50,"accd",643,1013
50,"accd",404,1013
50,"accd",315689,590
50,"accd",NULL,590
50,"accd",570,590
50,"accd",509,590
50,"accd",0,590
50,"accd",650,590
50,"accd",311,120
50,"accd",NULL,120
50,"accd",648,120
50,"accd",23,120
50,"accd",214,120
50,"accd",816,120
50,"accd",190,120
50,"accd",799,120
50,"accd",663,209
50,"accd",212,209
50,"accd",NULL,209
50,"accd",498,209
50,"accd",117,209
50,"accd",764,209
50,"accd",604,162
50,"accd",NULL,162
50,"accd",886,162
50,"accd",170,479
50,"accd",503,479
50,"accd",866,475
50,"accd",NULL,475
50,"accd",666,475
50,"accd",767,475
50,"accd",859,207
50,"accd",282,207
50,"accd",772,207
50,"accd",287,1073
50,"accd",577,1073
50,"accd",331,1073
50,"accd",773,1073
50,"accd",454,1073
50,"accd",342,1073
50,"accd",164,168
50,"accd",552,168
50,"accd",603,90
50,"accd",193,90
50,"accd",194,90
50,"accd",524,90
50,"accd",186,90
50,"accd",335,73
50,"accd",185,73
50,"accd",502,73
50,"accd",1229,73
50,"accd",574,73
50,"accd",574,222
50,"accd",75,222
50,"accd",NULL,222
50,"accd",77,222
50,"accd",191,222
50,"accd",312,222
50,"accd",498,222
50,"accd",890,222
50,"accd",522,798
50,"accd",NULL,798
50,"accd",258,798
50,"accd",478,798
50,"accd",141,73
50,"accd",68,73
50,"accd",1134,73
50,"accd",839,73
50,"accd",143,73
50,"accd",408,399
50,"accd",97,399
50,"accd",866,399
50,"accd",457,399
50,"accd",432,399
50,"accd",287,679
50,"accd",NULL,679
50,"accd",961,679
50,"accd",529,679
50,"accd",501,679
50,"accd",599,679
50,"accd",285,311
50,"accd",166,311
50,"accd",144,311
50,"accd",787,311
50,"accd",504,311
50,"accd",123,311
50,"accd",569,1345
50,"accd",1223,1345
50,"accd",NULL,1345
50,"accd",750,1345
50,"accd",760,1345
50,"accd",1034,1345
50,"accd",769,1345
50,"accd",261,156
50,"accd",NULL,156
50,"accd",3169,982
50,"accd",NULL,982
50,"accd",450,982
50,"accd",93,982
50,"accd",907,93
50,"accd",382,93
50,"accd",812,93
50,"accd",596,93
50,"accd",267,395
50,"accd",503,395
50,"accd",499,172
50,"accd",NULL,172
50,"accd",172,172
50,"accd",475,172
50,"accd",787,305
50,"accd",NULL,305
50,"accd",1027,305
50,"accd",210,305
50,"accd",429,190
50,"accd",139,190
50,"accd",1343,190
50,"accd",NULL,190
50,"accd",691,190
50,"accd",645,553
50,"accd",NULL,553
50,"accd",821,553
50,"accd",289,553
50,"accd",0,553
50,"accd",1005,42
50,"accd",NULL,42
50,"accd",643,761
50,"accd",503,761
50,"accd",NULL,761
50,"accd",432,761
50,"accd",168,761
50,"accd",573,761
50,"accd",505,761
50,"accd",1799,102
50,"accd",NULL,102
50,"accd",189,102
50,"accd",1960,15
50,"accd",NULL,15
50,"accd",497,15
50,"accd",575,119
50,"accd",NULL,119
50,"accd",123,119
50,"accd",1145,583
50,"accd",NULL,583
50,"accd",354,99
50,"accd",12338,99
50,"accd",2358,12
50,"accd",507,12
50,"accd",NULL,12
50,"accd",334,12
50,"accd",594,339
50,"accd",161,339
50,"accd",NULL,339
50,"accd",1315,339
50,"accd",988,118
50,"accd",547,118
50,"accd",838,118
50,"accd",47,118
50,"accd",307,199
50,"accd",NULL,199
50,"accd",337,199
50,"accd",810,199
50,"accd",884,199
50,"accd",240,199
50,"accd",1553,92
50,"accd",NULL,92
50,"accd",794,92
50,"accd",1799,92
50,"accd",505,92
50,"accd",935,514
50,"accd",412,514
50,"accd",NULL,514
50,"accd",737,146
50,"accd",1366,146
50,"accd",331,146
50,"accd",667,146
50,"accd",645,168
50,"accd",1005,168
50,"accd",2200,168
50,"accd",126,168
50,"accd",431,56
50,"accd",NULL,56
50,"accd",0,56
50,"accd",166,56
50,"accd",429,56
50,"accd",810,280
50,"accd",502,280
50,"accd",1267,280
50,"accd",933,280
50,"accd",1605,280
50,"accd",18,280
50,"accd",999,86
50,"accd",NULL,86
50,"accd",742,174
